Dream,Title,Sentiment,Sentiment_Score,Emotion,Word_Count,Season,Dominant_Activity,Cluster,Cluster_Name,Lucid,Date,Symbols,Anxiety_Category
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.79,Anger,17,Summer,Running,0,Performance Anxiety,No,2026-06-17,"monster, forest, chased, running, shadow",Loss of Control
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.34,Anger,25,Spring,Falling,3,Flight & Escape,No,2026-06-17,"falling, building, skyscraper, heights",Loss of Control
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.78,Anger,21,Spring,Falling,3,Flight & Escape,No,2026-06-17,"falling, building, skyscraper, heights",Loss of Control
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.76,Joy,17,Summer,Flying,3,Flight & Escape,Yes,2026-06-17,"flying, ocean, water, sky",Identity Transformation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.39,Fear,18,Spring,Observing,0,Performance Anxiety,No,2026-06-17,"exams, schools, test, classroom",Academic Pressure
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.64,Anger,14,Spring,Running,0,Performance Anxiety,Yes,2026-06-17,"trains, car, brakes, mountain, speed",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.58,Fear,18,Summer,Running,0,Performance Anxiety,No,2026-06-17,"monster, forest, chased, running, shadow",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.79,Fear,24,Fall,Running,0,Performance Anxiety,No,2026-06-17,"trains, car, brakes, mountain, speed",Career Uncertainty
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.42,Sadness,18,Summer,Observing,0,Performance Anxiety,No,2026-06-18,"exams, schools, test, classroom",Academic Pressure
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Positive,0.41,Surprise,28,Spring,Observing,0,Performance Anxiety,No,2026-06-18,"exams, schools, test, classroom",Academic Pressure
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.95,Joy,14,Fall,Flying,3,Flight & Escape,No,2026-06-18,"flying, ocean, water, sky",Identity Transformation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.45,Anger,14,Spring,Running,0,Performance Anxiety,No,2026-06-18,"exam, schools, maze, late, corridors",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Negative,-0.81,Anger,15,Summer,Talking,2,Relational Connection,No,2026-06-18,"garden, family, partners, talking, flowers",Relationship Instability
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.4,Joy,14,Summer,Flying,3,Flight & Escape,No,2026-06-18,"flying, ocean, water, sky",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.78,Surprise,20,Fall,Flying,3,Flight & Escape,No,2026-06-18,"flying, ocean, water, sky",Identity Transformation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.57,Fear,18,Winter,Falling,3,Flight & Escape,No,2026-06-18,"falling, building, skyscraper, heights",Loss of Control
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.2,Fear,22,Spring,Running,0,Performance Anxiety,No,2026-06-18,"monster, forest, chased, running, shadow",Loss of Control
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.67,Anger,24,Fall,Running,0,Performance Anxiety,No,2026-06-18,"exam, schools, maze, late, corridors",Career Uncertainty
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.77,Fear,19,Spring,Running,0,Performance Anxiety,No,2026-06-18,"trains, car, brakes, mountain, speed",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Positive,0.81,Joy,23,Spring,Running,0,Performance Anxiety,No,2026-06-18,"monster, forest, chased, running, shadow",Loss of Control
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.27,Sadness,28,Spring,Observing,0,Performance Anxiety,No,2026-06-18,"exams, schools, test, classroom",Academic Pressure
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.15,Fear,25,Spring,Observing,1,Existential Transformation,Yes,2026-06-18,"teeth, falling, mirror, body",Identity Transformation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.82,Fear,21,Winter,Running,0,Performance Anxiety,Yes,2026-06-18,"trains, car, brakes, mountain, speed",Career Uncertainty
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.77,Fear,19,Fall,Observing,1,Existential Transformation,No,2026-06-18,"teeth, falling, mirror, body",Identity Transformation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.95,Anger,24,Fall,Running,0,Performance Anxiety,No,2026-06-18,"exam, schools, maze, late, corridors",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.52,Joy,25,Fall,Talking,2,Relational Connection,No,2026-06-18,"garden, family, partners, talking, flowers",Relationship Instability
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.53,Fear,14,Fall,Falling,3,Flight & Escape,No,2026-06-18,"falling, building, skyscraper, heights",Loss of Control
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.85,Surprise,18,Spring,Talking,2,Relational Connection,No,2026-06-18,"coffee, talking, celebrity, friend",Social Isolation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Negative,-0.38,Fear,16,Summer,Talking,2,Relational Connection,Yes,2026-06-18,"garden, family, partners, talking, flowers",Relationship Instability
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Positive,0.94,Joy,20,Fall,Observing,1,Existential Transformation,No,2026-06-18,"teeth, falling, mirror, body",Identity Transformation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.92,Fear,15,Winter,Observing,1,Existential Transformation,Yes,2026-06-18,"teeth, falling, mirror, body",Identity Transformation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.93,Anger,20,Summer,Observing,0,Performance Anxiety,No,2026-06-18,"exams, schools, test, classroom",Academic Pressure
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.62,Joy,20,Fall,Talking,2,Relational Connection,No,2026-06-18,"garden, family, partners, talking, flowers",Relationship Instability
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.18,Fear,29,Summer,Observing,0,Performance Anxiety,No,2026-06-18,"exams, schools, test, classroom",Academic Pressure
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.17,Sadness,15,Summer,Observing,1,Existential Transformation,No,2026-06-18,"room, crying, lost, death, empty",Social Isolation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.9,Anger,24,Summer,Running,0,Performance Anxiety,No,2026-06-18,"exam, schools, maze, late, corridors",Career Uncertainty
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.53,Fear,24,Winter,Observing,1,Existential Transformation,No,2026-06-19,"teeth, falling, mirror, body",Identity Transformation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.91,Surprise,22,Fall,Talking,2,Relational Connection,Yes,2026-06-19,"coffee, talking, celebrity, friend",Social Isolation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Neutral,0.08,Neutral,22,Spring,Talking,2,Relational Connection,No,2026-06-19,"coffee, talking, celebrity, friend",Social Isolation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Neutral,0.26,Neutral,24,Fall,Falling,3,Flight & Escape,No,2026-06-19,"falling, building, skyscraper, heights",Loss of Control
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.83,Anger,24,Winter,Running,0,Performance Anxiety,No,2026-06-19,"exam, schools, maze, late, corridors",Career Uncertainty
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.92,Fear,28,Spring,Observing,0,Performance Anxiety,No,2026-06-19,"exams, schools, test, classroom",Academic Pressure
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.85,Surprise,16,Spring,Talking,2,Relational Connection,No,2026-06-19,"coffee, talking, celebrity, friend",Social Isolation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.75,Anger,22,Summer,Running,0,Performance Anxiety,Yes,2026-06-19,"exam, schools, maze, late, corridors",Career Uncertainty
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.31,Sadness,20,Spring,Falling,3,Flight & Escape,No,2026-06-19,"falling, building, skyscraper, heights",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.55,Fear,16,Summer,Running,0,Performance Anxiety,No,2026-06-19,"trains, car, brakes, mountain, speed",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.42,Anger,26,Fall,Running,0,Performance Anxiety,No,2026-06-19,"monster, forest, chased, running, shadow",Loss of Control
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.57,Fear,17,Spring,Running,0,Performance Anxiety,No,2026-06-19,"monster, forest, chased, running, shadow",Loss of Control
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.52,Sadness,15,Fall,Falling,3,Flight & Escape,No,2026-06-19,"falling, building, skyscraper, heights",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.48,Fear,19,Fall,Running,0,Performance Anxiety,No,2026-06-19,"trains, car, brakes, mountain, speed",Career Uncertainty
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.49,Fear,15,Fall,Falling,3,Flight & Escape,Yes,2026-06-19,"falling, building, skyscraper, heights",Loss of Control
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.22,Fear,24,Summer,Observing,1,Existential Transformation,No,2026-06-19,"teeth, falling, mirror, body",Identity Transformation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.7,Fear,23,Winter,Running,0,Performance Anxiety,No,2026-06-19,"trains, car, brakes, mountain, speed",Career Uncertainty
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.8,Surprise,21,Fall,Talking,2,Relational Connection,No,2026-06-19,"coffee, talking, celebrity, friend",Social Isolation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.77,Surprise,22,Fall,Talking,2,Relational Connection,Yes,2026-06-19,"coffee, talking, celebrity, friend",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.68,Joy,19,Summer,Flying,3,Flight & Escape,No,2026-06-19,"flying, ocean, water, sky",Identity Transformation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.78,Surprise,19,Spring,Talking,2,Relational Connection,No,2026-06-19,"coffee, talking, celebrity, friend",Social Isolation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.26,Fear,22,Fall,Falling,3,Flight & Escape,No,2026-06-19,"falling, building, skyscraper, heights",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.88,Anger,23,Summer,Running,0,Performance Anxiety,No,2026-06-19,"trains, car, brakes, mountain, speed",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.77,Joy,17,Spring,Talking,2,Relational Connection,Yes,2026-06-19,"garden, family, partners, talking, flowers",Relationship Instability
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.61,Fear,24,Spring,Running,0,Performance Anxiety,No,2026-06-19,"trains, car, brakes, mountain, speed",Career Uncertainty
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.52,Joy,19,Winter,Flying,3,Flight & Escape,No,2026-06-19,"flying, ocean, water, sky",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.61,Fear,21,Fall,Running,0,Performance Anxiety,No,2026-06-19,"monster, forest, chased, running, shadow",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.84,Sadness,15,Winter,Observing,1,Existential Transformation,No,2026-06-19,"room, crying, lost, death, empty",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Positive,0.64,Joy,22,Spring,Running,0,Performance Anxiety,No,2026-06-19,"monster, forest, chased, running, shadow",Loss of Control
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.65,Fear,24,Fall,Observing,0,Performance Anxiety,No,2026-06-19,"exams, schools, test, classroom",Academic Pressure
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.95,Joy,15,Winter,Flying,3,Flight & Escape,Yes,2026-06-19,"flying, ocean, water, sky",Identity Transformation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Positive,0.54,Joy,20,Winter,Running,0,Performance Anxiety,Yes,2026-06-19,"trains, car, brakes, mountain, speed",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.71,Surprise,24,Winter,Talking,2,Relational Connection,No,2026-06-19,"garden, family, partners, talking, flowers",Relationship Instability
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Positive,0.44,Surprise,14,Fall,Observing,1,Existential Transformation,Yes,2026-06-19,"room, crying, lost, death, empty",Social Isolation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.8,Fear,24,Spring,Observing,0,Performance Anxiety,No,2026-06-20,"exams, schools, test, classroom",Academic Pressure
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.93,Fear,21,Winter,Running,0,Performance Anxiety,No,2026-06-20,"trains, car, brakes, mountain, speed",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.84,Joy,15,Winter,Talking,2,Relational Connection,Yes,2026-06-20,"garden, family, partners, talking, flowers",Relationship Instability
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Positive,0.88,Surprise,23,Winter,Falling,3,Flight & Escape,No,2026-06-20,"falling, building, skyscraper, heights",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.56,Sadness,24,Fall,Observing,1,Existential Transformation,No,2026-06-20,"room, crying, lost, death, empty",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.41,Joy,21,Spring,Flying,3,Flight & Escape,No,2026-06-20,"flying, ocean, water, sky",Identity Transformation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.85,Surprise,16,Summer,Talking,2,Relational Connection,No,2026-06-20,"coffee, talking, celebrity, friend",Social Isolation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.23,Sadness,19,Summer,Observing,1,Existential Transformation,No,2026-06-20,"room, crying, lost, death, empty",Social Isolation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.74,Anger,19,Winter,Running,0,Performance Anxiety,No,2026-06-20,"exam, schools, maze, late, corridors",Career Uncertainty
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Positive,0.94,Surprise,26,Winter,Observing,0,Performance Anxiety,No,2026-06-20,"exams, schools, test, classroom",Academic Pressure
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.21,Sadness,23,Summer,Running,0,Performance Anxiety,No,2026-06-20,"trains, car, brakes, mountain, speed",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.46,Fear,17,Fall,Running,0,Performance Anxiety,No,2026-06-20,"monster, forest, chased, running, shadow",Loss of Control
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.7,Joy,25,Fall,Talking,2,Relational Connection,No,2026-06-20,"garden, family, partners, talking, flowers",Relationship Instability
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.3,Fear,22,Winter,Observing,0,Performance Anxiety,No,2026-06-20,"exams, schools, test, classroom",Academic Pressure
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.16,Fear,24,Fall,Running,0,Performance Anxiety,No,2026-06-20,"exam, schools, maze, late, corridors",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.6,Fear,17,Spring,Running,0,Performance Anxiety,Yes,2026-06-20,"monster, forest, chased, running, shadow",Loss of Control
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.89,Fear,25,Summer,Running,0,Performance Anxiety,No,2026-06-20,"monster, forest, chased, running, shadow",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.5,Sadness,16,Spring,Observing,1,Existential Transformation,No,2026-06-20,"room, crying, lost, death, empty",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Negative,-0.18,Sadness,21,Winter,Flying,3,Flight & Escape,No,2026-06-20,"flying, ocean, water, sky",Identity Transformation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.49,Joy,24,Winter,Talking,2,Relational Connection,Yes,2026-06-20,"garden, family, partners, talking, flowers",Relationship Instability
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.3,Anger,21,Spring,Running,0,Performance Anxiety,No,2026-06-20,"exam, schools, maze, late, corridors",Career Uncertainty
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.41,Fear,17,Fall,Running,0,Performance Anxiety,No,2026-06-20,"trains, car, brakes, mountain, speed",Career Uncertainty
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.34,Sadness,24,Fall,Observing,1,Existential Transformation,No,2026-06-20,"room, crying, lost, death, empty",Social Isolation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Positive,0.95,Joy,15,Spring,Observing,1,Existential Transformation,No,2026-06-20,"room, crying, lost, death, empty",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.86,Joy,19,Spring,Flying,3,Flight & Escape,No,2026-06-20,"flying, ocean, water, sky",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.33,Fear,25,Winter,Running,0,Performance Anxiety,No,2026-06-20,"monster, forest, chased, running, shadow",Loss of Control
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.44,Anger,25,Fall,Running,0,Performance Anxiety,No,2026-06-20,"exam, schools, maze, late, corridors",Career Uncertainty
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Positive,0.47,Surprise,22,Summer,Observing,1,Existential Transformation,No,2026-06-20,"room, crying, lost, death, empty",Social Isolation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.41,Sadness,19,Spring,Observing,1,Existential Transformation,No,2026-06-20,"room, crying, lost, death, empty",Social Isolation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.42,Fear,23,Fall,Observing,0,Performance Anxiety,No,2026-06-20,"exams, schools, test, classroom",Academic Pressure
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.82,Surprise,24,Spring,Talking,2,Relational Connection,Yes,2026-06-20,"coffee, talking, celebrity, friend",Social Isolation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.19,Anger,18,Winter,Running,0,Performance Anxiety,No,2026-06-20,"exam, schools, maze, late, corridors",Career Uncertainty
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.18,Fear,19,Winter,Running,0,Performance Anxiety,No,2026-06-20,"trains, car, brakes, mountain, speed",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.84,Joy,21,Spring,Talking,2,Relational Connection,No,2026-06-20,"garden, family, partners, talking, flowers",Relationship Instability
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.5,Joy,13,Summer,Flying,3,Flight & Escape,No,2026-06-20,"flying, ocean, water, sky",Identity Transformation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.46,Surprise,15,Winter,Talking,2,Relational Connection,No,2026-06-20,"coffee, talking, celebrity, friend",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.39,Fear,23,Spring,Running,0,Performance Anxiety,No,2026-06-20,"monster, forest, chased, running, shadow",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.9,Sadness,18,Fall,Observing,1,Existential Transformation,No,2026-06-20,"room, crying, lost, death, empty",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.71,Fear,21,Fall,Running,0,Performance Anxiety,No,2026-06-20,"monster, forest, chased, running, shadow",Loss of Control
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.21,Anger,21,Summer,Running,0,Performance Anxiety,No,2026-06-20,"exam, schools, maze, late, corridors",Career Uncertainty
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.39,Fear,21,Winter,Observing,1,Existential Transformation,No,2026-06-20,"teeth, falling, mirror, body",Identity Transformation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Positive,0.51,Joy,23,Spring,Running,0,Performance Anxiety,No,2026-06-21,"trains, car, brakes, mountain, speed",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.75,Joy,25,Summer,Talking,2,Relational Connection,No,2026-06-21,"garden, family, partners, talking, flowers",Relationship Instability
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.17,Fear,20,Winter,Running,0,Performance Anxiety,No,2026-06-21,"monster, forest, chased, running, shadow",Loss of Control
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.54,Joy,19,Spring,Flying,3,Flight & Escape,Yes,2026-06-21,"flying, ocean, water, sky",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.65,Fear,18,Summer,Running,0,Performance Anxiety,Yes,2026-06-21,"monster, forest, chased, running, shadow",Loss of Control
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.71,Surprise,18,Spring,Talking,2,Relational Connection,No,2026-06-21,"coffee, talking, celebrity, friend",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.48,Joy,19,Summer,Flying,3,Flight & Escape,Yes,2026-06-21,"flying, ocean, water, sky",Identity Transformation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.9,Anger,21,Summer,Running,0,Performance Anxiety,No,2026-06-21,"exam, schools, maze, late, corridors",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.57,Joy,20,Winter,Talking,2,Relational Connection,No,2026-06-21,"garden, family, partners, talking, flowers",Relationship Instability
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.58,Sadness,25,Summer,Falling,3,Flight & Escape,No,2026-06-21,"falling, building, skyscraper, heights",Loss of Control
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.52,Fear,24,Summer,Observing,1,Existential Transformation,Yes,2026-06-21,"teeth, falling, mirror, body",Identity Transformation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.47,Surprise,24,Fall,Talking,2,Relational Connection,No,2026-06-21,"coffee, talking, celebrity, friend",Social Isolation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.73,Sadness,16,Winter,Observing,1,Existential Transformation,No,2026-06-21,"room, crying, lost, death, empty",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.6,Fear,20,Winter,Running,0,Performance Anxiety,Yes,2026-06-21,"monster, forest, chased, running, shadow",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.27,Sadness,16,Fall,Observing,1,Existential Transformation,No,2026-06-21,"room, crying, lost, death, empty",Social Isolation
